ƒ,Long_Title,Subtitle,Currency,ISA_eligible,ISIN,MIC,Symbol,Fractional_Enabled,PLUS_only,for_Ireland_investors,for_Netherlands_investors,DUTCH_KIID_URL
Scholastic Cp,Scholastic Cp,Comic books,USD,TRUE,US8070661058,XNAS,SCHL,TRUE,TRUE,TRUE,TRUE,
Synchrony,Synchrony Financial,Pet insurance,USD,TRUE,US87165B1035,XNYS,SYF,TRUE,FALSE,TRUE,TRUE,
Walgreen Boots,Walgreens Boots Alliance Inc,Pharmacies,USD,TRUE,US9314271084,XNAS,WBA,TRUE,FALSE,TRUE,TRUE,
Dennys,Dennys Corp,Diners,USD,TRUE,US24869P1049,XNAS,DENN,TRUE,FALSE,TRUE,TRUE,
Hyatt Hotels,Hyatt Hotels Corp,Hotels,USD,TRUE,US4485791028,XNYS,H,TRUE,FALSE,TRUE,TRUE,
Datadog,Datadog Inc,Tech surveying,USD,TRUE,US23804L1035,XNAS,DDOG,TRUE,FALSE,TRUE,TRUE,
Qualys,Qualys Inc,Cloud security,USD,TRUE,US74758T3032,XNAS,QLYS,TRUE,FALSE,TRUE,TRUE,
Big 5,Big 5 Sporting Goods Corp,Sporting goods,USD,TRUE,US08915P1012,XNAS,BGFV,TRUE,FALSE,TRUE,TRUE,
Square,Square Inc,Point-of-sale payments,USD,TRUE,US8522341036,XNYS,SQ,TRUE,FALSE,TRUE,TRUE,
Docusign,Docusign Inc,Digital signatures,USD,TRUE,US2561631068,XNAS,DOCU,TRUE,FALSE,TRUE,TRUE,
TTEC,Teletech Hlds,Customer experience,USD,TRUE,US89854H1023,XNAS,TTEC,TRUE,TRUE,TRUE,TRUE,
Schrodinger,Schrodinger Inc,Medical software,USD,TRUE,US80810D1037,XNAS,SDGR,TRUE,FALSE,TRUE,TRUE,
Cognizant,Cognizant Technology Solutions Corp,IT services,USD,TRUE,US1924461023,XNAS,CTSH,TRUE,FALSE,TRUE,TRUE,
Raytheon Tech,Raytheon Technologies Corp,Defence,USD,TRUE,US75513E1010,XNYS,RTX,TRUE,FALSE,TRUE,TRUE,
UHS,Universal Health Services Inc,Medical facilities,USD,TRUE,US9139031002,XNYS,UHS,TRUE,FALSE,TRUE,TRUE,
CDK Global,CDK Global Inc,Automotive tech,USD,TRUE,US12508E1010,XNAS,CDK,TRUE,FALSE,TRUE,TRUE,
Red Robin,Red Robin Gourmet Burgers Inc,Burgers,USD,TRUE,US75689M1018,XNAS,RRGB,TRUE,TRUE,TRUE,TRUE,
AMERCO,AMERCO,U-Haul,USD,TRUE,US0235861004,XNAS,UHAL,TRUE,FALSE,TRUE,TRUE,
Seagen Inc,Seagen Inc,Cancer treatments,USD,TRUE,US8125781026,XNAS,SGEN,TRUE,FALSE,TRUE,TRUE,
NewMarket,NewMarket,Petrol additives,USD,TRUE,US6515871076,XNYS,NEU,TRUE,FALSE,TRUE,TRUE,
Hostess Brands,Hostess Brands Inc,Twinkies,USD,TRUE,US44109J1060,XNAS,TWNK,TRUE,FALSE,TRUE,TRUE,
Carrols Group,Carrols Restaurant Group Inc,Burger King,USD,TRUE,US14574X1046,XNAS,TAST,TRUE,FALSE,TRUE,TRUE,
Xencor,Xencor Inc,Antibodies,USD,TRUE,US98401F1057,XNAS,XNCR,TRUE,TRUE,TRUE,TRUE,
Avis,Avis Budget Group Inc,Car rentals,USD,TRUE,US0537741052,XNAS,CAR,TRUE,FALSE,TRUE,TRUE,
Sallie Mae,Sallie Mae,Consumer finance,USD,TRUE,US78442P1066,XNAS,SLM,TRUE,FALSE,TRUE,TRUE,
Tyler Technologies,Tyler Technologies Inc,Public sector software,USD,TRUE,US9022521051,XNYS,TYL,TRUE,FALSE,TRUE,TRUE,
Autoliv,Autoliv Inc,Car safety,USD,TRUE,US0528001094,XNYS,ALV,TRUE,FALSE,TRUE,TRUE,
Keysight,Keysight Technologies Inc,Electronic measurements,USD,TRUE,US49338L1035,XNYS,KEYS,TRUE,FALSE,TRUE,TRUE,
Landcadia II,Landcadia Holdings II Inc,SPAC,USD,TRUE,US51476X1054,XNAS,LCA,TRUE,FALSE,TRUE,TRUE,
Olympic Steel,Olympic Steel Inc,Metal processing,USD,TRUE,US68162K1060,XNAS,ZEUS,TRUE,TRUE,TRUE,TRUE,
Aegion Corp,Aegion Corp,Infrastructure maintenance,USD,TRUE,US00770F1049,XNAS,AEGN,TRUE,TRUE,TRUE,TRUE,
Credit Acceptance,Credit Acceptance Corporation,Car loans,USD,TRUE,US2253101016,XNAS,CACC,TRUE,FALSE,TRUE,TRUE,
CMC Materials,CMC Materials,Polishing chips,USD,TRUE,US12709P1030,XNAS,CCMP,TRUE,FALSE,TRUE,TRUE,
PQ Group Holdings,PQ Group Holdings Inc,Fuel efficiency,USD,TRUE,US73943T1034,XNYS,PQG,TRUE,FALSE,TRUE,TRUE,
CoStar Group,CoStar Group Inc,Real Estate tech,USD,TRUE,US22160N1090,XNAS,CSGP,TRUE,FALSE,TRUE,TRUE,
WESCO,WESCO,Logistics,USD,TRUE,US95082P1057,XNYS,WCC,TRUE,FALSE,TRUE,TRUE,
Brinker Int.,Brinker International Inc,Restaurants,USD,TRUE,US1096411004,XNYS,EAT,TRUE,FALSE,TRUE,TRUE,
PPG,PPG Industries Inc,Paint,USD,TRUE,US6935061076,XNYS,PPG,TRUE,FALSE,TRUE,TRUE,
HP Enterprise,Hewlett Packard Enterprise Co,HP B2B,USD,TRUE,US42824C1099,XNYS,HPE,TRUE,FALSE,TRUE,TRUE,
Black Knight,Black Knight Inc,Real estate data,USD,TRUE,US09215C1053,XNYS,BKI,TRUE,FALSE,TRUE,TRUE,
Barnes & Noble Edu,Barnes & Noble Education Inc C,College bookstores,USD,TRUE,US06777U1016,XNYS,BNED,TRUE,TRUE,TRUE,TRUE,
Kulicke and Soffa,Kulicke and Soffa,Semiconductor tech,USD,TRUE,US5012421013,XNAS,KLIC,TRUE,TRUE,TRUE,TRUE,
Essential Utilities,Essential Utilities Inc,Water,USD,TRUE,US29670G1022,XNYS,WTRG,TRUE,FALSE,TRUE,TRUE,
Health Catalyst,Health Catalyst Inc,Healthcare technology,USD,TRUE,US42225T1079,XNAS,HCAT,TRUE,FALSE,TRUE,TRUE,
LG,LG Display Co Ltd (ADR),Screens,USD,FALSE,US50186V1026,XNYS,LPL,TRUE,FALSE,TRUE,TRUE,
Steelcase,Steelcase Inc.,Furniture,USD,TRUE,US8581552036,XNYS,SCS,TRUE,FALSE,TRUE,TRUE,
Hub Group,Hub Group Inc A,Freight logistics,USD,TRUE,US4433201062,XNAS,HUBG,TRUE,TRUE,TRUE,TRUE,
Dollar Tree,Dollar Tree Stores Inc,Rubber dogshit,USD,TRUE,US2567461080,XNAS,DLTR,TRUE,FALSE,TRUE,TRUE,
Itron,Itron Inc,Utilities tech,USD,TRUE,US4657411066,XNAS,ITRI,TRUE,TRUE,TRUE,TRUE,
Iron Mountain,Iron Mountain Inc,Document backups,USD,TRUE,US46284V1017,XNYS,IRM,TRUE,FALSE,TRUE,TRUE,
1-800-FLOWERS,"1-800-FLOWERS.COM, Inc.",Gifts for all occasions,USD,TRUE,US68243Q1067,XNAS,FLWS,TRUE,FALSE,TRUE,TRUE,
Snap,Snap Inc,Snapchat,USD,TRUE,US83304A1060,XNYS,SNAP,TRUE,FALSE,TRUE,TRUE,
Helios Technologies,Helios Technologies Inc,Hydraulic technology,USD,FALSE,US42328H1095,XNAS,HLIO,TRUE,FALSE,TRUE,TRUE,
HNI Corporation,HNI Corp,Furniture and fireplaces,USD,TRUE,US4042511000,XNYS,HNI,TRUE,FALSE,TRUE,TRUE,
Inseego,Inseego Corp,Telecoms tech,USD,TRUE,US45782B1044,XNAS,INSG,TRUE,FALSE,TRUE,TRUE,
AGCO Corporation,AGCO Corporation,Tractors,USD,TRUE,US0010841023,XNYS,AGCO,TRUE,FALSE,TRUE,TRUE,
Procter & Gamble,Procter & Gamble Co,Bathroom stuff,USD,TRUE,US7427181091,XNYS,PG,TRUE,FALSE,TRUE,TRUE,
Tesla,Tesla Motors Inc,Electric cars,USD,TRUE,US88160R1014,XNAS,TSLA,TRUE,FALSE,TRUE,TRUE,
Diamondback Energy,Diamondback Energy Inc,Oil & gas,USD,TRUE,US25278X1090,XNAS,FANG,TRUE,FALSE,TRUE,TRUE,
Precigen,Precigen Inc,Biotech,USD,TRUE,US74017N1054,XNAS,PGEN,TRUE,FALSE,TRUE,TRUE,
Photronics,Photronics Inc,Semiconductor production,USD,TRUE,US7194051022,XNAS,PLAB,TRUE,FALSE,TRUE,TRUE,
Wabash National,Wabash National Corp,Tanker trucks,USD,TRUE,US9295661071,XNYS,WNC,TRUE,TRUE,TRUE,TRUE,
Idacorp,Idacorp,Electricity,USD,TRUE,US4511071064,XNYS,IDA,TRUE,FALSE,TRUE,TRUE,
Western Digital,Western Digital Corp,Hard drives,USD,TRUE,US9581021055,XNAS,WDC,TRUE,FALSE,TRUE,TRUE,
Open Lending,Open Lending,Loan technology,USD,TRUE,US68373J1043,XNAS,LPRO,TRUE,FALSE,TRUE,TRUE,
Donaldson Company,Donaldson Company Inc,Air filters,USD,TRUE,US2576511099,XNYS,DCI,TRUE,FALSE,TRUE,TRUE,
Appian,Appian Corp,Automation tech,USD,TRUE,US03782L1017,XNAS,APPN,TRUE,FALSE,TRUE,TRUE,
Navistar,Navistar,Trucks and buses,USD,TRUE,US63934E1082,XNYS,NAV,TRUE,FALSE,TRUE,TRUE,
United Airlines,United Airlines Holdings Inc,Flights,USD,TRUE,US9100471096,XNAS,UAL,TRUE,FALSE,TRUE,TRUE,
Delta,Delta Air Lines Inc,Flights,USD,TRUE,US2473617023,XNYS,DAL,TRUE,FALSE,TRUE,TRUE,
Sangamo,"Sangamo Therapeutics, Inc.",Biotech,USD,TRUE,US8006771062,XNAS,SGMO,TRUE,FALSE,TRUE,TRUE,
Belden,Belden Inc,Signal transmission,USD,FALSE,US0774541066,XNYS,BDC,TRUE,FALSE,TRUE,TRUE,
Amex,American Express Co,Gold cards,USD,TRUE,US0258161092,XNYS,AXP,TRUE,FALSE,TRUE,TRUE,
UGI,UGI Corporation,Electric utility,USD,TRUE,US9026811052,XNYS,UGI,TRUE,FALSE,TRUE,TRUE,
MongoDB,MongoDB Inc,Databases,USD,TRUE,US60937P1066,XNAS,MDB,TRUE,FALSE,TRUE,TRUE,
Barnes Group,Barnes Group,Engineering,USD,TRUE,US0678061096,XNYS,B,TRUE,TRUE,TRUE,TRUE,
John Wiley & Sons (Class A),John Wiley & Sons (Class A),Publishing,USD,TRUE,US9682232064,XNYS,JW.A,TRUE,FALSE,TRUE,TRUE,
MultiPlan,MultiPlan Corporation,Healthcare management,USD,TRUE,US62548M1009,XNYS,MPLN,TRUE,FALSE,TRUE,TRUE,
Crestwood,Crestwood Equity Partners LP,Energy infrastructure,USD,FALSE,US2263442087,XNYS,CEQP,TRUE,FALSE,TRUE,TRUE,
Marsh & McLennan,Marsh & McLennan Companies Inc,Professionals,USD,TRUE,US5717481023,XNYS,MMC,TRUE,FALSE,TRUE,TRUE,
American Equity,American Equity Investment Life,Life insurance,USD,FALSE,US0256762065,XNYS,AEL,TRUE,TRUE,TRUE,TRUE,
Rollins,Rollins Inc,Pest control,USD,TRUE,US7757111049,XNYS,ROL,TRUE,FALSE,TRUE,TRUE,
Commercial Metals,Commercial Metals,Steelmaking,USD,TRUE,US2017231034,XNYS,CMC,TRUE,FALSE,TRUE,TRUE,
Tennant Company,Tennant Company,Floor cleaners,USD,TRUE,US8803451033,XNYS,TNC,TRUE,TRUE,TRUE,TRUE,
RealPage,RealPage Inc,Real estate tech,USD,TRUE,US75606N1090,XNAS,RP,TRUE,FALSE,TRUE,TRUE,
Travelers,The Travelers Companies Inc,Property insurance,USD,TRUE,US89417E1091,XNYS,TRV,TRUE,FALSE,TRUE,TRUE,
Enviva,"Enviva Partners, LP",Wood pellets,USD,FALSE,US29414J1079,XNYS,EVA,TRUE,FALSE,TRUE,TRUE,
MPLX,MPLX LP,Energy infrastructure,USD,FALSE,US55336V1008,XNYS,MPLX,TRUE,FALSE,TRUE,TRUE,
Ruth's Hospitality,Ruth's Hospitality,Steakhouses,USD,TRUE,US7833321091,XNAS,RUTH,TRUE,TRUE,TRUE,TRUE,
Cornerstone Building Brands,"Cornerstone Building Brands, Inc.",Property construction,USD,TRUE,US21925D1090,XNYS,CNR,TRUE,FALSE,TRUE,TRUE,
Kennametal,Kennametal,Industrial equipment,USD,TRUE,US4891701009,XNYS,KMT,TRUE,FALSE,TRUE,TRUE,
Tattooed Chef,Tattooed Chef Inc,Plant-based food,USD,TRUE,US87663X1028,XNAS,TTCF,TRUE,FALSE,TRUE,TRUE,
Motorola Solutions,Motorola Solutions Inc,Communications equipment,USD,TRUE,US6200763075,XNYS,MSI,TRUE,FALSE,TRUE,TRUE,
Anaplan,Anaplan Inc,Planning software,USD,TRUE,US03272L1089,XNYS,PLAN,TRUE,FALSE,TRUE,TRUE,
Howmet Aerospace,Howmet Aerospace Inc,Jet mechanics,USD,TRUE,US4432011082,XNYS,HWM,TRUE,FALSE,TRUE,TRUE,
Hasbro,Hasbro Inc,Board games,USD,TRUE,US4180561072,XNAS,HAS,TRUE,FALSE,TRUE,TRUE,
Marriott,Marriott International Inc,Fancy hotels,USD,TRUE,US5719032022,XNAS,MAR,TRUE,FALSE,TRUE,TRUE,
3D Systems,3D Systems Corp,3D printing,USD,TRUE,US88554D2053,XNYS,DDD,TRUE,TRUE,TRUE,TRUE,
Roper Tech,Roper Technologies Inc,Engineering equipment,USD,TRUE,US7766961061,XNYS,ROP,TRUE,FALSE,TRUE,TRUE,
Heico,Heico Corp,Plane tech,USD,TRUE,US4228061093,XNYS,HEI,TRUE,FALSE,TRUE,TRUE,
Hilton Worldwide,Hilton Worldwide Holdings Inc,Hotels,USD,TRUE,US43300A2033,XNYS,HLT,TRUE,FALSE,TRUE,TRUE,
Walmart,Walmart Inc,Big box offline retail,USD,TRUE,US9311421039,XNYS,WMT,TRUE,FALSE,TRUE,TRUE,
Ideanomics,Ideanomics Inc.,Technology,USD,TRUE,US45166V1061,XNAS,IDEX,TRUE,FALSE,TRUE,TRUE,
Granite Construction,Granite Construction Inc,Construction & materials,USD,TRUE,US3873281071,XNYS,GVA,TRUE,TRUE,TRUE,TRUE,
Golub Capital BDC,Golub Capital BDC Inc,Investment management,USD,TRUE,US38173M1027,XNAS,GBDC,TRUE,FALSE,TRUE,TRUE,
AMD,Advanced Micro Devices Inc,Chips,USD,TRUE,US0079031078,XNAS,AMD,TRUE,FALSE,TRUE,TRUE,
Lantheus Holdings,Lantheus Holdings,Medical supplies,USD,TRUE,US5165441032,XNAS,LNTH,TRUE,TRUE,TRUE,TRUE,
Meredith,Meredith Corp,Media,USD,TRUE,US5894331017,XNYS,MDP,TRUE,TRUE,TRUE,TRUE,
Mercer Intl,Mercer Intl Inc,Wood pulp production,USD,TRUE,US5880561015,XNAS,MERC,TRUE,TRUE,TRUE,TRUE,
Insperity,Insperity,HR services,USD,TRUE,US45778Q1076,XNYS,NSP,TRUE,FALSE,TRUE,TRUE,
MSA Safety,MSA Safety Inc,Protective clothing,USD,TRUE,US5534981064,XNYS,MSA,TRUE,FALSE,TRUE,TRUE,
Kaman,Kaman Corp,Precision components,USD,FALSE,US4835481031,XNYS,KAMN,TRUE,TRUE,TRUE,TRUE,
Caterpillar,Caterpillar Inc,Construction equipment,USD,TRUE,US1491231015,XNYS,CAT,TRUE,FALSE,TRUE,TRUE,
Sealed Air,Sealed Air Corporation,Bubblewrap,USD,TRUE,US81211K1007,XNYS,SEE,TRUE,FALSE,TRUE,TRUE,
Power Integrations,Power Integrations,AC-DC converters,USD,TRUE,US7392761034,XNAS,POWI,TRUE,TRUE,TRUE,TRUE,
Schneider National,Schneider National Inc (Class B),Truckers,USD,TRUE,US80689H1023,XNYS,SNDR,TRUE,FALSE,TRUE,TRUE,
Freshpet,Freshpet Inc,Fido's fave snacks,USD,TRUE,US3580391056,XNAS,FRPT,TRUE,FALSE,TRUE,TRUE,
CMS Energy,Consumers Energy Co,Electricity,USD,TRUE,US1258961002,XNYS,CMS,TRUE,FALSE,TRUE,TRUE,
ICF International,ICF International Inc,Consulting,USD,TRUE,US44925C1036,XNAS,ICFI,TRUE,FALSE,TRUE,TRUE,
Insteel Industries,Insteel Industries,Metal making,USD,TRUE,US45774W1080,XNAS,IIIN,TRUE,TRUE,TRUE,TRUE,
Enterprise Products,Enterprise Products Partners LP,Pipelines and refineries,USD,TRUE,US2937921078,XNYS,EPD,TRUE,FALSE,TRUE,TRUE,
Advance Auto Parts,Advance Auto Parts Inc,Car parts,USD,TRUE,US00751Y1064,XNYS,AAP,TRUE,FALSE,TRUE,TRUE,
Benchmark,Benchmark Electronics,Electrical engineering,USD,TRUE,US08160H1014,XNYS,BHE,TRUE,TRUE,TRUE,TRUE,
Impinj,Impinj Inc.,Wireless technology,USD,TRUE,US4532041096,XNAS,PI,TRUE,FALSE,TRUE,TRUE,
Vertiv Holdings,Vertiv Holdings Co,Data storage,USD,TRUE,US92537N1081,XNYS,VRT,TRUE,FALSE,TRUE,TRUE,
Knowles,Knowles Corp,Electronic components,USD,TRUE,US49926D1090,XNYS,KN,TRUE,TRUE,TRUE,TRUE,
Bed Bath & Beyond,Bed Bath & Beyond Inc,Home goods stores,USD,TRUE,US0758961009,XNAS,BBBY,TRUE,FALSE,TRUE,TRUE,
ASGN,ASGN,Staffing services,USD,TRUE,US00191U1025,XNYS,ASGN,TRUE,FALSE,TRUE,TRUE,
Aflac,Aflac Inc,(Extra) insurance,USD,TRUE,US0010551028,XNYS,AFL,TRUE,FALSE,TRUE,TRUE,
Cardlytics,Cardlytics Inc,Marketing technology,USD,TRUE,US14161W1053,XNAS,CDLX,TRUE,FALSE,TRUE,TRUE,
Cogent Comms,Cogent Comm Hlds,Internet,USD,TRUE,US19239V3024,XNAS,CCOI,TRUE,TRUE,TRUE,TRUE,
Ryder,Ryder,Logistics,USD,TRUE,US7835491082,XNYS,R,TRUE,FALSE,TRUE,TRUE,
Bottomline Tech,Bottomline Tech IN,Payments,USD,TRUE,US1013881065,XNAS,EPAY,TRUE,TRUE,TRUE,TRUE,
Arista,Arista Networks Inc,Networks,USD,TRUE,US0404131064,XNYS,ANET,TRUE,FALSE,TRUE,TRUE,
Extreme Networks,Extreme Networks,Cloud networking,USD,TRUE,US30226D1063,XNAS,EXTR,TRUE,TRUE,TRUE,TRUE,
Gartner,Gartner Inc,Research,USD,TRUE,US3666511072,XNYS,IT,TRUE,FALSE,TRUE,TRUE,
Huami,Huami Corp (ADR),Wearables,USD,FALSE,US44331K1034,XNYS,HMI,TRUE,FALSE,TRUE,TRUE,
Newmark Group,"Newmark Group, Inc.",Real estate services,USD,TRUE,US65158N1028,XNAS,NMRK,TRUE,FALSE,TRUE,TRUE,
Clorox,The Clorox Co,Bleach,USD,TRUE,US1890541097,XNYS,CLX,TRUE,FALSE,TRUE,TRUE,
A10 Networks,A10 Networks Inc,Cloud app services,USD,TRUE,US0021211018,XNYS,ATEN,TRUE,FALSE,TRUE,TRUE,
Turtle Beach,Turtle Beach Corp,Gaming headsets,USD,TRUE,US9004502061,XNAS,HEAR,TRUE,FALSE,TRUE,TRUE,
T-Mobile,T-Mobile USA Inc,Mobile phones,USD,TRUE,US8725901040,XNAS,TMUS,TRUE,FALSE,TRUE,TRUE,
Evolent Health,"Evolent Health, Inc. - Class A Shares",Healthcare,USD,TRUE,US30050B1017,XNYS,EVH,TRUE,FALSE,TRUE,TRUE,
Vectrus,"Vectrus, Inc.",Gov't contractors,USD,TRUE,US92242T1016,XNYS,VEC,TRUE,FALSE,TRUE,TRUE,
Victory Capital,"Victory Capital Holdings, Inc.",Asset management,USD,TRUE,US92645B1035,XNAS,VCTR,TRUE,FALSE,TRUE,TRUE,
Broadcom,Broadcom Inc,Semiconductors,USD,TRUE,US11135F1012,XNAS,AVGO,TRUE,FALSE,TRUE,TRUE,
Performance Food,Performance Food Group Company,Truckers,USD,TRUE,US71377A1034,XNYS,PFGC,TRUE,FALSE,TRUE,TRUE,
Fortune Brands,Fortune Brands Home & Security Inc,Stuff for your home,USD,TRUE,US34964C1062,XNYS,FBHS,TRUE,FALSE,TRUE,TRUE,
Dana,Dana,Car parts,USD,FALSE,US2358252052,XNYS,DAN,TRUE,FALSE,TRUE,TRUE,
Funko,"Funko, Inc.",Collectibles,USD,TRUE,US3610081057,XNAS,FNKO,TRUE,FALSE,TRUE,TRUE,
Becton Dickinson,"Becton, Dickinson and Co",Medical equipment,USD,TRUE,US0758871091,XNYS,BDX,TRUE,FALSE,TRUE,TRUE,
CyberOptics,CyberOptics Corp.,3D sensing tech,USD,TRUE,US2325171021,XNAS,CYBE,TRUE,FALSE,TRUE,TRUE,
GIII,G-III Apparel Gp,Fashion,USD,TRUE,US36237H1014,XNAS,GIII,TRUE,TRUE,TRUE,TRUE,
TDS,TDS,Telecoms,USD,TRUE,US8794338298,XNYS,TDS,TRUE,FALSE,TRUE,TRUE,
Proto Labs,Proto Labs Inc,Prototype maker,USD,TRUE,US7437131094,XNYS,PRLB,TRUE,FALSE,TRUE,TRUE,
SkyWest,Skywest Inc,Flights,USD,TRUE,US8308791024,XNAS,SKYW,TRUE,TRUE,TRUE,TRUE,
ETP,Energy Transfer Partners Inc,Gas pipes,USD,FALSE,US29273V1008,XNYS,ET,TRUE,FALSE,TRUE,TRUE,
Paysign,Paysign Inc,Prepaid cards,USD,TRUE,US70451A1043,XNAS,PAYS,TRUE,FALSE,TRUE,TRUE,
Southwest Airlines,Southwest Airlines Co,Cheap flights,USD,TRUE,US8447411088,XNYS,LUV,TRUE,FALSE,TRUE,TRUE,
National Fuel Gas,National Fuel Gas,Energy,USD,TRUE,US6361801011,XNYS,NFG,TRUE,FALSE,TRUE,TRUE,
Flowers Foods,Flowers Foods Inc,Bread,USD,TRUE,US3434981011,XNYS,FLO,TRUE,FALSE,TRUE,TRUE,
Eversource,Eversource Energy Co,Electricity,USD,TRUE,US30040W1080,XNYS,ES,TRUE,FALSE,TRUE,TRUE,
Nautilus,Nautilus Inc.,Fitness,USD,TRUE,US63910B1026,XNYS,NLS,TRUE,FALSE,TRUE,TRUE,
PPD,PPD Inc,Contract research,USD,TRUE,US69355F1021,XNYS,PPD,TRUE,FALSE,TRUE,TRUE,
Copart,Copart Inc,eBay for cars,USD,TRUE,US2172041061,XNAS,CPRT,TRUE,FALSE,TRUE,TRUE,
Mattel,Mattel Inc,Toys,USD,TRUE,US5770811025,XNAS,MAT,TRUE,FALSE,TRUE,TRUE,
Monolithic Power,Monolithic Power Systems Inc,Power circuits,USD,TRUE,US6098391054,XNAS,MPWR,TRUE,FALSE,TRUE,TRUE,
Moody's,Moody's Corp,Credit ratings,USD,TRUE,US6153691059,XNYS,MCO,TRUE,FALSE,TRUE,TRUE,
IBM,IBM Corp,Business software,USD,TRUE,US4592001014,XNYS,IBM,TRUE,FALSE,TRUE,TRUE,
Nucor,Nucor Corp,Steel,USD,TRUE,US6703461052,XNYS,NUE,TRUE,FALSE,TRUE,TRUE,
Taylor Morrison,Taylor Morrison,Home builders,USD,FALSE,US87724P1066,XNYS,TMHC,TRUE,FALSE,TRUE,TRUE,
ICE,Intercontinental Exchange Inc,NYSE owner,USD,TRUE,US45866F1049,XNYS,ICE,TRUE,FALSE,TRUE,TRUE,
United Rentals,United Rentals Inc,Rent building equipment,USD,TRUE,US9113631090,XNYS,URI,TRUE,FALSE,TRUE,TRUE,
Domino's,Domino's Pizza Inc,Hangover cure,USD,TRUE,US25754A2015,XNYS,DPZ,TRUE,FALSE,TRUE,TRUE,
Ethan Allen,Ethan Allen Interiors Inc,Furniture design,USD,TRUE,US2976021046,XNYS,ETH,TRUE,TRUE,TRUE,TRUE,
Franklin Electric,Franklin Electric Co Inc,Pumps and motors,USD,TRUE,US3535141028,XNAS,FELE,TRUE,FALSE,TRUE,TRUE,
Hilton Grand,Hilton Grand Vacations Inc,Timeshare vacations,USD,TRUE,US43283X1054,XNYS,HGV,TRUE,FALSE,TRUE,TRUE,
Nevro,Nevro Corporation,Healthcare,USD,TRUE,US64157F1030,XNYS,NVRO,TRUE,FALSE,TRUE,TRUE,
Veeva,Veeva Systems Inc,Cloud tech,USD,TRUE,US9224751084,XNYS,VEEV,TRUE,FALSE,TRUE,TRUE,
Bloomin' Brands,Bloomin' Brands Inc,Restaurants,USD,TRUE,US0942351083,XNAS,BLMN,TRUE,FALSE,TRUE,TRUE,
DXP,Dxp Enterprise,Industrial supplies,USD,TRUE,US2333774071,XNAS,DXPE,TRUE,TRUE,TRUE,TRUE,
World Wrestling En,World Wrestling Entertainment Inc,American opera,USD,TRUE,US98156Q1085,XNYS,WWE,TRUE,FALSE,TRUE,TRUE,
Rackspace,"Rackspace Technology, Inc.",Cloud computing,USD,TRUE,US7501021056,XNAS,RXT,TRUE,FALSE,TRUE,TRUE,
ONE Gas,ONE Gas,Natural Gas,USD,TRUE,US68235P1084,XNYS,OGS,TRUE,FALSE,TRUE,TRUE,
EOG Resources,EOG Resources Inc,Oil n' gas,USD,TRUE,US26875P1012,XNYS,EOG,TRUE,FALSE,TRUE,TRUE,
Blackstone Group,The Blackstone Group Inc,Private equity,USD,TRUE,US09260D1072,XNYS,BX,TRUE,FALSE,TRUE,TRUE,
YY.com,YY Inc (ADR),Karaoke on your phone,USD,FALSE,US46591M1099,XNAS,YY,TRUE,FALSE,TRUE,TRUE,
Masimo,Masimo Corp,Pulse monitors,USD,TRUE,US5747951003,XNAS,MASI,TRUE,FALSE,TRUE,TRUE,
Chemed,Chemed Corporation,Hospice care,USD,TRUE,US16359R1032,XNYS,CHE,TRUE,FALSE,TRUE,TRUE,
Pro-Assurance,Pro-Assurance Corp,Liability insurance,USD,TRUE,US74267C1062,XNYS,PRA,TRUE,TRUE,TRUE,TRUE,
Eastman Kodak,Eastman Kodak Company,Cameras,USD,TRUE,US2774614067,XNYS,KODK,TRUE,FALSE,TRUE,TRUE,
KKR,KKR & Co Inc,Investment management,USD,TRUE,US48251W1045,XNYS,KKR,TRUE,FALSE,TRUE,TRUE,
Kala Pharma,Kala Pharmaceuticals Inc,Nanoparticle technology,USD,TRUE,US4831191030,XNAS,KALA,TRUE,FALSE,TRUE,TRUE,
Sportsman's Warehouse,Sportsman's Warehouse Holdings Inc,Sporting goods,USD,TRUE,US84920Y1064,XNAS,SPWH,TRUE,FALSE,TRUE,TRUE,
Ubiquiti,Ubiquiti Inc,Wireless data,USD,TRUE,US90353W1036,XNYS,UI,TRUE,FALSE,TRUE,TRUE,
Corteva,Corteva Inc,Seeds and chemicals,USD,TRUE,US22052L1044,XNYS,CTVA,TRUE,FALSE,TRUE,TRUE,
Super Micro Computer,"Super Micro Computer, Inc.",Hardware,USD,TRUE,US86800U1043,XNYS,SMCI,TRUE,FALSE,TRUE,TRUE,
TPI Composites,"TPI Composites, Inc.",Wind farms,USD,TRUE,US87266J1043,XNAS,TPIC,TRUE,FALSE,TRUE,TRUE,
Tractor Supply,Tractor Supply Co,DIY supplies,USD,TRUE,US8923561067,XNAS,TSCO,TRUE,FALSE,TRUE,TRUE,
Exelon,Exelon Corp,Energy giant,USD,TRUE,US30161N1019,XNAS,EXC,TRUE,FALSE,TRUE,TRUE,
Zogenix,Zogenix Inc,Medical research,USD,TRUE,US98978L2043,XNAS,ZGNX,TRUE,FALSE,TRUE,TRUE,
Plexus,Plexus Cp,Tech manufacturing,USD,TRUE,US7291321005,XNAS,PLXS,TRUE,TRUE,TRUE,TRUE,
ACM Research,ACM Research Inc,Megasonic wafers,USD,TRUE,US00108J1097,XNAS,ACMR,TRUE,FALSE,TRUE,TRUE,
